Id,tweet,sentiment
21441,"Scattered showers, possible storm tonight. Low: 60. Scattered showers and storms on Friday. High: 78. - {link}",2
21442,#WEATHER: 12:56 pm : 67.0F. Feels F. 29.68% Humidity. 13.8MPH West Wind.,2
21443,RT @mention: such gross weather :( #iwantsummer,1
21444,pretty cold outside today :(,1
21445,Its hot outside.,2
21446,i hope it thunderstorms....lol :D,3
21447,Going outside to enjoy the sunshine! :-),3
21448,Severe thunderstorm watch until 9 p.m. {link},2
21449,It is so beautiful out. Perfect weather,3
21450,alot of people in Oklahoma could be in imminent danger from the weather as we speak,2
21451,WATCH: Severe Thunderstorm Warning Until 1AM,2
21452,@mention sunshine and rainbows!!!!,3
21453,"RT @mention: Storm with heavy rain, lightning and small hail moving toward Polkton in Cleveland Co.",2
21454,ah finally getting my hair dyed today for the summer!!!!...too excited!!!! and the weather is gorge LOL,3
21455,"@mention Thank you! You're one of my favs too, Wyatt! Hope you're enjoying this glorious weather! Have a fabulous rest of the day!",3
21456,#United States #Pennsylvania #PhoenixvillePhoenix & Arizona weather: windy & cooler - KPNX-12,2
21457,LIVE VIDEO: St. Louis is under the gun in terms of severe weather right now. Watch their live coverage on our stream. {link},2
21458,"@mention Scattered thunder-storms every day for another week ! WTF, May ?",1
21459,M0ZIF QTH Weather 21:00 18.8&#xB0;C 62 pct 3.8 mph E {link},2
21460,if you want to you can go outside and play. it's sunny outside and a beautiful day...,3
21461,Weather finally looking good {link},3
21462,New event. Severe Thunderstorm Warning from 5/12/2011 6:40 PM to 7:30 PM CDT for Moniteau Count... Read more at {link},2
21463,Its so windy again today :) its so fresh,3
21464,Good morning folks 'N Ladies.... Especially the beautiful women on this good weather day,3
21465,"What a beautiful sunny day it is in the Smoky Mountains, Star Jam is the weekend! Book your cabin today {link}",3
21466,"So pleasant outside...a heat index over 100 degrees, no rain and heavy smoke burning my eyes and agitating my asthma! {link}",1
21467,RT @mention: Its sooo hot outside. I dig it.,3
21468,"Wants to be at home snuggled up on the sofa, not sat outside in the cold abd rain!!",1
21469,"KE: Fair and Windy and 37 F at Copper Mountain (12,400 feet), CO Winds are from the South at 33.4 gusting to 40.3 MPH ( {link}",2
21470,"Dear sunshine, it'd be a much more enjoyable park day, & give me some much needed motivation, if you'd kindly show yourself. Sincerely, Jen",1
21471,#WEATHER: 5:53 am M: 66.0F. Feels F. 29.81% Humidity. 8.1MPH Southwest Wind.,2
21472,#WEATHER:  7:53 am : 59.0F. Feels F. 29.89% Humidity. 0.0MPH North Wind.,2
21473,"@mention  Trade ya! I woke up to wind, rain & 42degrees F.  This was after 90 degrees F 4 days ago!",1
21474,Rest of Tonight - Cloudy with scattered showers with isolated thunderstorms. Areas of fog. Near steady temperature in the mid 50s. No...,2
21475,"If you live near the I-95 corridor in Virginia, be ready for the severe thunderstorms now or within the next 20-30 minutes. #dcweather",2
21476,@mention severe thunder storm headed to Dallas.  Take cover and #thunderup,2
21477,"Thunderstorms tonight, low 41 (5 C).  Scattered thunderstorms Thursday, high near 51 (11 C).",2
21478,"Outside in the storm, it's beautiful. #nature",3
21479,"Scattered showers, thunderstorms possible for Las Vegas: Dark clouds provide a backdrop for the northern end of ... {link}",2
21480,@mention Hey Amy! Good for you on the ab workout! I refuse to go running outside today in boycott of the 'spring' weather.,1
21481,"@mention it was nice here, sunny but cool. I'm bummed bout the tv, cuz I wanted 2 pop a movie in and fall asleep :( #layinghereanyways",3
21482,I need to study today! This weather is not helping all I want to do is sleep!!!,1
21483,Live stream of continuing severe weather coverage in DALLAS  {link},2
21484,#WEATHER:  11:51 pm: 58.0F. Feels 57F. 29.74% Humidity. 6.9MPH East Wind.,2
21485,@mention here its cold and rainy smh,2
21486,This HOT weather will kill me!!!,1
21487,"RT @mention: Severe Weather Bulletin for Rutherford County Issued at: 3:49 PM CDT 5/22/11, expires at: 5:00 PM CDT 5/22/11",2
21488,Rainy day in the Netherlands. Perhaps reading a book is a better idea than walking around in the rain...,1
21489,Extremely photogenic storm at sunset last night.. thought I may have been witnessing the rapture: {link},3
21490,Damn It's effin HOT outside!!!!,1
21491,Just completed a 16.70 km bike ride - Weather can't get any better :). {link} #RunKeeper,3
21492,RT @mention Fuck humidity forever,1
21493,Still wanting a dang loud storm! Or atleast some hard pooring rain!,2
21494,RT @mention: Some nice Scottish style weather happening in Burnie today for the Scottish Highland dancing stories from #tassie2step,3
21495,94 degrees?!? Why can't I enjoy my last week in Missouri,1
21496,"Anthem, AZ @mention:00 AM, Temp:67.1&#xB0;F, Wind:0.2 mph ENE, Baro:29.40 inches, Hum: 30, Rain:0.00 in., Hi:70.3&#xB0;F, Lo:67.1&#xB0;F@mention:52 A",2
21497,"NWS forecast calls for a hot, sunny Sunday - Today's high was six degrees above normal {link}",2
21498,Daanngg its chilly outside....*walk back in house n change clothes*,1
21499,"@mention Lls , Somethingg all depends on the weather !  Cause iDont like to sweat !",1
21500,"90 degrees, beach day and ridin around the city on a motorcycle. Best day off yet! #goodlife {link}",3
21501,goodnight twittah........ crappy rainy school day tomorrow..,1
21502,Lunch in NYC with @mention @mention couldn't get any better... Oh did I say its SUNNY!,3
21503,"Cloudless skies and a BEAUTIFUL 63 degrees in #Minnesota. Great to be home, even if only for a short while.",3
21504,SPC Severe Thunderstorm Watch 344 Status Reports {link},2
21505,Rode 25.7 miles in 1 hour and 17 mins and felt good. Finally good weather. It's been raining enough I thought... {link},3
21506,Loving thia storm!,3
21507,RT @mention: Sunny skies and pea-sized hail. #LNK,2
21508,It's a beautiful day at #IWU. What are your favorite stereotypical sunny-weather things to do on campus?,3
21509,"Overcast and 61 F at Butler County Automatic Weather Observing / Report, PA {link}",2
21510,"Thursday Night's Storm Team 3 Forecast:  We dropped to a record low this morning, but this isn't preventing a big... {link}",2
21511,I think I'm bout to go hoop...perfect weather,3
21512,Perfect weather to hop on this board ^_^,3
21513,"While it is a bit windy and chilly this morning in Bangor, I think the lady wearing earmuffs took it a bit too far. :)",2
21514,Working then maybe golfing later if the weather clears up. #tigermode,2
21515,"RT @mention: Channel 2 Weather BLOG for THURSDAY:  What month is it... warm, humid & severe risk... {link} #daywx",2
21516,Happy me!! Loving this weather,3
21517,"Light Showers Rain Fog and Windy and 41 F at Mount Washington, NH Winds are from the Southeast at 41.4 gusting to 51.8  {link}",2
21518,"I have decided that Las Vegas is  now the windy city.  Every day the wind has been relentless, and just keeps on coming!",1
21519,Laying down & watching movies. I feel miserable & the craptastic weather certainly does not help. sigh.,1
21520,"weather forecast ""says"" that it will be occasional rain. it will be stopping around 7 and the sun is coming out as well. soooo we'll be  ...",2
21521,Jesus and a turkey bagel-wich. UG and sunshine. #goodquiettime,3
21522,Think I'm slowly freezing to death!,1
21523,"Severe Thunderstorm watch for the entire Central PA area. Including Cumberland, Franklin, Dauphin, Lancaster, and York Counties.",2
21524,"I'm loving this weather, but it needs to be summer already!!!!!",3
21525,"Ok, who stole the sun? 'cos according to the BBC website, Birmingham is having sunny intervals but where is it?",1
21526,I look like the weather *shrug*,1
21527,"C'mon back to the land of 90 degree weather and sweet tea.. RT @mention: Today was wwwweak and to top it off, it's #freeeeezing in VA.",1
21528,#WEATHER:  5:53 am : 50.0F. Feels F. 30.13% Humidity. 0.0MPH North Wind.,2
21529,@mention watching NCIS LOS ANGELES in the sunny UK! Loving it and you guys! XxxxX,3
21530,@mention we even have fresh snow on the mountains. :),3
21531,ready for Augustana and The Maine concert ! enjoying the weather in the quarter til then,3
21532,Outside enjoying the last of this nice weather.,3
21533,"STORMTRACK 3: The sunshine will continue this afternoon and to kick off the work week. Lows tonight in the 60's, highs tomorrow near 90.",2
21534,@mention oh!! I love when snow come up to my knees!! Last time that happened they shut the whole city down!,3
21535,RT @mention: ...FLOOD WATCH IN EFFECT THROUGH TUESDAY AFTERNOON... THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A * FL ...,2
21536,I Love This Weather Up Here :D RT @mention Hows the weather up there?,3
21537,"RT @mention: T'storm chances will continue, but, I think the best chance of severe weather will be north of our local area. {link} ...",2
21538,"Tonight's UK-WKU baseball game, the final home game of the 2011 season, has been canceled due to inclement weather. No makeup is scheduled.",2
21539,Weather In Thailand Today | Thailand Travel Tips {link},2
21540,#WEATHER:  7:53 am : 50.0F. Feels 47F. 30.08% Humidity. 8.1MPH North Wind.,2
21541,"02:33:44 |Temp: 61.3 deg F. | Dew Point 58.6 | Rain today: 0.00 inches | Wind: 0.0 mph from the SSW, Gusting to 0.0 | Heat Index 61.3 |#GAWX",2
21542,Just got to the house its too hot outside,1
21543,Should have brought a jacket #cold,1
21544,"Weather at the #Cape is g8, early in the morning a brotha was chillin in his T shirts",3
21545,Damn its hot like a 100 out,1
21546,92 DEGREE WEATHER #moodkiller,1
21547,"@mention. I'm basically in the middle of Joplin and St. Louis. Usually that storm would have came right up I-44 to here, but it went-",2
21548,"RT @mention: Scattered thunderstorms this afternoon, high 69 (21 C).  Low  54 (12 C) tonight.",2
21549,"Violent storms kill 7 in Oklahoma, Kansas: The death toll from the latest violent weather across ... {link} #atlanta #news",2
21550,why isnt it warm outside yet? pretty sure i shouldnt have goosebumps when i walk outside on may 11th,1
21551,@mention Only good thing about weather today is that orioles are all over our feeder & oranges trying to get enough sugar to stay warm,1
21552,wow I don't even have asthma but this hot weather makes me feel like im boutta have an asthma attack. #nolie.,1
21553,Wow dancing on a rooftop watching a lightning storm on the beach ... Amazing,3
21554,Gorgeous weather in #btv! #VBSR conference today but too busy to go. Hope it's a great one!,3
21555,#WEATHER:  1:53 pm : 90.0F. Feels F. 29.83% Humidity. 18.4MPH South Wind.,2
21556,Yayyy it's sunny (:,3
21557,@mention it's great I'm having a great time with my friends and family... The weather is nice right now,3
21558,Going to eat some Breaky  then get my strech on...Sunny today =  nice Road Ride time.,3
21559,Team #Venom prepping the No. 26 car... a bit chilly and misty @mention but hoping to get out at noon! {link},1
21560,The weather is niceeeeeee! Too bad I have work in a lil bit. #tweetyourassoffday,3
21561,"RT @mention: The Weather Channel- Severe storms currently approaching Joplin, MO, which took a direct hit from a tornado two nig ...",2
21562,"My body hurts, this rainy shitty weather needs to go away. Cant wait to go pick up some much needed green this afternoon :)",1
21563,RT @mention: Latest radar image of the storm that is now in NW Shelby county.  The cells are slowing down so rain could last an h ...,2
21564,#WEATHER:  10:51 pm: 77.0F. Feels F. 29.90% Humidity. 8.1MPH West Wind.,2
21565,"Its fucking cold, and shadows out of nowhere r scary",1
21566,So. Its freezing out here and my brorha won't keep on a coat... #DumbAss,1
21567,Ohio Tornado Database contains reports of over 950 tornadoes that have touched down in Ohio between 1950-2010. {link} @mention,2
21568,Drove thru crazy weather in northern Indiana but made it to GR. Ready for #TEDxGR tmrw.,1
21569,Finally! Sunshine!!!! But its still wet out.,3
21570,Sunshine at last!,3
21571,@mention Hasn't the NW weather been awesome today!  WOoHoo,3
21572,It is actually hot out this bitch,1
21573,Goodmorning sunshine. Today I need you to shine brighter than ever before!,3
21574,Eating an otter pop & watching my nephew play baseball on a beautiful sunny day in Scottsdale,3
21575,Snow at @mention on May 16th.  Hard to believe the desert is 17 miles down the mountain.  {link},2
21576,A couple of isolated showers and thunderstorms popping up on the WMBF Storm Team Doppler Radar.  Could some brief heavy downpours .,2
21577,"RT @mention: RT @mention: according to @mention, there's a PUBLIC STORM WARNING SIGNAL # 1 in Metro Manila.. be safe guys..",2
21578,I can't be celibate in this type of weather :(,1
21579,"Ugh, hate MO humidity. Second week of May and my balls are sticking to my leg. Can't wait to get to WI... #heat #spring #balls #sticky",1
21580,@mention @mention all calm in Pocahontas. Storm went to the north. Wayward needs to watch it. Looks powerful.,2
21581,Tonight - Rain likely in the evening...then a chance of rain or snow after midnight. Lows in the mid 30s. East wi...  {link},2
21582,RT @mention: I hate this weather.,1
21583,Maggie enjoying a tiny bit of sunshine! {link},3
21584,Lovin this summer weather,3
21585,"@mention glad you're back in Minneapolis, and on a good weather day too. Timing was perfect!",3
21586,RT @mention: Someone please tell me its not that hot outside today....&lt; Bruh..... Its HOT,1
21587,I hope Oklahoma City is there when I get back.  Taking shelter from the storm un NOLA?,1
21588,"Current Farmington, NM 87401 Weather Forecast - {link}",2
21589,#WEATHER:  11:06 pm: 76.5F. Feels F. % Humidity. 5.8MPH East Wind.,2
